Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Prediction_Class,Prediction_Probability,Risk_Score,Alert_Triggered
172.16.0.1-192.168.10.50-53840-80-6,172.16.0.1,53840,192.168.10.50,80,6,7/7/2017 4:07,524418,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,22182.68633,17.16188232,65552.25,184963.7399,523314,4,805,402.5,26.1629509,421,384,524342,104868.4,233918.4049,523314,4,0,0,0,0,72,132,5.720627438,11.44125488,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,BENIGN,0.3023,Low,NO
172.16.0.1-192.168.10.50-61807-80-6,172.16.0.1,61807,192.168.10.50,80,6,7/7/2017 4:12,52419,3,5,26,11607,20,0,8.666666667,10.26320288,8760,0,2321.4,3802.315321,221923.3484,152.6164177,7488.428571,18869.04833,50267,1,1275,637.5,900.1469325,1274,1,52356,13089,24790.47871,50267,63,0,0,0,0,72,112,57.23115664,95.38526107,0,8760,1292.555556,2952.520834,8717379.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-21937-80-6,172.16.0.1,21937,192.168.10.50,80,6,7/7/2017 4:01,1229494,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,9461.615917,5.693399073,204915.6667,501346.6304,1228285,5,972,486,592.5554826,905,67,1229424,409808,708822.0992,1228285,5,0,0,0,0,72,92,2.440028174,3.253370899,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-53798-80-6,172.16.0.1,53798,192.168.10.50,80,6,7/7/2017 3:57,870730,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,13360.05421,8.039231449,145121.6667,355050.3754,869865,5,821,410.5,511.2382028,772,49,870671,290223.6667,501984.2775,869865,5,0,0,0,0,72,92,3.445384907,4.593846543,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-49712-80-6,172.16.0.1,49712,192.168.10.50,80,6,7/7/2017 3:56,54824,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,212188.0928,145.9214942,7832,20350.69701,53980,3,730,365,511.9453096,727,3,54757,13689.25,26862.53604,53980,3,0,0,0,0,72,112,54.72056034,91.2009339,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
192.168.10.3-192.168.10.19-3268-35516-6,192.168.10.19,35516,192.168.10.3,3268,6,7/7/2017 4:05,252,2,2,114,12,57,57,57,0,6,6,6,0,500000,15873.01587,84,142.0316866,248,1,3,3,0,3,3,1,1,0,1,1,1,0,0,0,64,40,7936.507937,7936.507937,6,57,36.6,27.93385043,780.3,0,1,0,0,1,0,0,0,1,45.75,57,6,64,0,0,0,0,0,0,2,114,2,12,525,0,1,32,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-57198-80-6,172.16.0.1,57198,192.168.10.50,80,6,7/7/2017 4:01,4035918,5,0,30,0,6,6,6,0,0,0,0,0,7.433253104,1.238875517,1008979.5,2016625.721,4033918,3,4035918,1008979.5,2016625.721,4033918,3,0,0,0,0,0,0,0,0,0,100,0,1.238875517,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-63860-80-6,172.16.0.1,63860,192.168.10.50,80,6,7/7/2017 4:13,644870,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,18039.29474,12.40560113,92124.28571,243409.0475,644124,4,513,256.5,316.0767312,480,33,644855,161213.75,321940.2563,644124,4,0,0,0,0,72,112,4.652100423,7.753500706,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-56996-80-6,172.16.0.1,56996,192.168.10.50,80,6,7/7/2017 4:09,91632475,9,4,62,11601,20,0,6.888888889,5.30199124,8675,0,2900.25,4088.041942,127.2802028,0.1418711,7636039.583,23600000,82200000,1,90900000,11400000,28800000,82200000,1,764900,254966.6667,437148.9453,759735,154,0,0,0,0,192,92,0.098218454,0.043652646,0,8675,833.5,2386.768615,5696664.423,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,1015,0,1015,1015,45400000,52000000,82200000,8669754,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-64684-80-6,172.16.0.1,64684,192.168.10.50,80,6,7/7/2017 4:04,81300995,8,6,56,11601,20,0,7,5.656854249,5840,0,1933.5,2189.772933,143.380779,0.172199615,6253922.692,21300000,77000000,4,81300000,11600000,28900000,77000000,4,9815,1963,2590.483449,5356,46,0,0,0,0,172,132,0.09839978,0.073799835,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,4313515,0,4313515,4313515,77000000,0,77000000,77000000,DDoS,0.7297,Medium,NO
192.168.10.9-203.130.53.126-10442-80-6,192.168.10.9,10442,203.130.53.126,80,6,7/7/2017 4:42,30051401,8,10,296,8303,260,0,37,90.13006475,2472,0,830.3,923.9045225,286.1430653,0.598973738,1767729.471,3920173.405,10000000,3,20100000,2868486.857,4880847.269,10000000,224,30000000,3336363.333,4997423.476,10000000,4,0,0,0,0,172,236,0.26621055,0.332763188,0,2472,452.5789474,772.8901974,597359.2573,0,0,0,1,0,0,0,0,1,477.7222222,37,830.3,172,0,0,0,0,0,0,8,296,10,8303,8192,123,7,20,38636.5,20086.78233,52840,24433,10000000,2823.477377,10000000,9999071,DDoS,0.7297,Medium,NO
192.168.10.3-192.168.10.15-53-58435-17,192.168.10.15,58435,192.168.10.3,53,17,7/7/2017 4:53,23841,2,2,66,276,33,33,33,0,138,138,138,0,14345.03586,167.7781972,7947,13761.1437,23837,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,40,83.88909861,83.88909861,33,138,75,57.51086854,3307.5,0,0,0,0,0,0,0,0,1,93.75,33,138,64,0,0,0,0,0,0,2,66,2,276,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-57104-80-6,172.16.0.1,57104,192.168.10.50,80,6,7/7/2017 4:09,1294619,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,8985.655239,6.179424217,184945.5714,488973.438,1293833,3,593,296.5,415.0716806,590,3,1294601,323650.25,646788.5475,1293833,4,0,0,0,0,72,112,2.317284081,3.862140135,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
192.168.10.9-89.163.159.98-10132-80-6,192.168.10.9,10132,89.163.159.98,80,6,7/7/2017 4:31,49,2,0,12,0,6,6,6,0,0,0,0,0,244897.9592,40816.32653,49,0,49,49,49,49,0,49,49,0,0,0,0,0,0,0,0,0,40,0,40816.32653,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,251,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0.0032,Low,NO
172.16.0.1-192.168.10.50-35439-80-6,172.16.0.1,35439,192.168.10.50,80,6,7/7/2017 4:11,25051,3,4,26,11601,20,0,8.666666667,10.26320288,10220,0,2900.25,4922.508194,464133.1683,279.4299629,4175.166667,9731.762685,24037,3,24092,12046,17031.37393,24089,3,24999,8333,13877.93818,24357,177,0,0,0,0,72,92,119.7556984,159.6742645,0,10220,1453.375,3574.535052,12800000,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9776,Critical,YES
192.168.10.3-192.168.10.12-53-40465-17,192.168.10.12,40465,192.168.10.3,53,17,7/7/2017 4:13,230,2,2,64,204,32,32,32,0,102,102,102,0,1165217.391,17391.30435,76.66666667,90.97985125,178,2,2,2,0,2,2,50,50,0,50,50,0,0,0,0,40,40,8695.652174,8695.652174,32,102,60,38.34057903,1470,0,0,0,0,0,0,0,0,1,75,32,102,40,0,0,0,0,0,0,2,64,2,204,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
192.168.10.17-198.72.112.8-42324-443-6,192.168.10.17,42324,198.72.112.8,443,6,7/7/2017 3:35,96,2,0,0,0,0,0,0,0,0,0,0,0,0,20833.33333,96,0,96,96,96,96,0,96,96,0,0,0,0,0,0,0,0,0,64,0,20833.33333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,245,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,0.0195,Low,NO
178.255.83.1-192.168.10.8-80-10159-6,192.168.10.8,10159,178.255.83.1,80,6,7/7/2017 4:44,23125,1,1,6,6,6,6,6,0,6,6,6,0,518.9189189,86.48648649,23125,0,23125,23125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43.24324324,43.24324324,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,16210,31,0,20,0,0,0,0,0,0,0,0,BENIGN,0.3023,Low,NO
172.16.0.1-192.168.10.50-59424-80-6,172.16.0.1,59424,192.168.10.50,80,6,7/7/2017 4:01,78330469,8,4,56,11607,20,0,7,5.656854249,11595,0,2901.75,5795.50069,148.8948062,0.153197091,7120951.727,23000000,76400000,0,78300000,11200000,28800000,76400000,0,81324,27108,44547.57116,78528,184,0,0,0,0,172,92,0.102131394,0.051065697,0,11595,897.6153846,3214.167532,10300000,0,0,0,0,1,0,0,0,0,972.4166667,7,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,1842946,0,1842946,1842946,76400000,0,76400000,76400000,DDoS,0.7297,Medium,NO
172.217.6.194-192.168.10.15-443-58084-6,172.217.6.194,443,192.168.10.15,58084,6,7/7/2017 3:41,4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,412,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0.0032,Low,NO
172.16.0.1-192.168.10.50-55674-80-6,172.16.0.1,55674,192.168.10.50,80,6,7/7/2017 3:59,650313,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,17888.30917,10.76404747,108385.5,265259.4441,649844,1,464,232,258.8010819,415,49,650264,216754.6667,375066.4213,649844,4,0,0,0,0,72,92,4.6131632,6.150884266,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
192.168.10.19-193.240.182.34-42870-443-6,192.168.10.19,42870,193.240.182.34,443,6,7/7/2017 4:52,32822595,150,290,3026,586096,389,0,20.17333333,82.99654288,4344,0,2021.02069,867.4406452,17948.67225,13.40539954,74766.73121,819687.9347,10000000,0,32800000,220285.8725,1409633.808,10100000,49,32700000,113174.7163,1016984.598,10100000,1,0,0,0,0,4808,9288,4.570022571,8.835376971,0,4344,1335.877551,1183.277136,1400144.78,0,0,0,1,0,0,0,0,1,1338.913636,20.17333333,2021.02069,4808,0,0,0,0,0,0,150,3026,290,586096,29200,38,9,32,1014241.333,1557053.667,2812172,114942,9926556.667,136909.7095,10000000,9768518,DDoS,0.7297,Medium,NO
192.168.10.3-192.168.10.12-53-56472-17,192.168.10.12,56472,192.168.10.3,53,17,7/7/2017 4:09,180,2,2,64,204,32,32,32,0,102,102,102,0,1488888.889,22222.22222,60,98.72689603,174,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,11111.11111,11111.11111,32,102,60,38.34057903,1470,0,0,0,0,0,0,0,0,1,75,32,102,40,0,0,0,0,0,0,2,64,2,204,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-34988-80-6,172.16.0.1,34988,192.168.10.50,80,6,7/7/2017 4:11,3211781,5,0,30,0,6,6,6,0,0,0,0,0,9.340611953,1.556768659,802945.25,1604735.192,3210048,354,3211781,802945.25,1604735.192,3210048,354,0,0,0,0,0,0,0,0,0,100,0,1.556768659,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-32252-80-6,172.16.0.1,32252,192.168.10.50,80,6,7/7/2017 4:09,955389,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,12169.91194,7.326858484,159231.5,383019.5337,940986,4,14015,7007.5,9904.444684,14011,4,955274,318424.6667,539198.7487,940986,192,0,0,0,0,72,92,3.140082207,4.186776276,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9901,Critical,YES
172.16.0.1-192.168.10.50-14490-80-6,172.16.0.1,14490,192.168.10.50,80,6,7/7/2017 3:57,377315,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,30815.10144,18.55213813,62885.83333,148094.6083,365029,8,12009,6004.5,8348.809765,11908,101,377307,125769,207290.8501,365029,182,0,0,0,0,72,92,7.950916343,10.60122179,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9901,Critical,YES
192.168.10.3-192.168.10.15-53-63889-17,192.168.10.15,63889,192.168.10.3,53,17,7/7/2017 3:46,177,2,2,72,104,36,36,36,0,52,52,52,0,994350.2825,22598.87006,59,62.23343153,126,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,11299.43503,11299.43503,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53,36,52,40,0,0,0,0,0,0,2,72,2,104,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-42321-80-6,192.168.10.50,80,172.16.0.1,42321,6,7/7/2017 4:15,8574681,1,6,1375,30,1375,1375,1375,0,6,0,5,2.449489743,163.8544921,0.8163569,1429113.5,3492161.092,8557454,1,0,0,0,0,0,8567787,1713557.4,3825855.966,8557454,1,1,0,0,0,20,132,0.116622414,0.699734486,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375,5,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,17227,0,17227,17227,8557454,0,8557454,8557454,BENIGN,0.0047,Low,NO
172.16.0.1-192.168.10.50-40298-80-6,172.16.0.1,40298,192.168.10.50,80,6,7/7/2017 4:14,18740,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,620757.7375,426.8943436,2677.142857,6554.183357,17534,3,913,456.5,258.0939751,639,274,18692,4673,8584.169189,17534,3,0,0,0,0,72,112,160.0853789,266.8089648,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-30355-80-6,172.16.0.1,30355,192.168.10.50,80,6,7/7/2017 4:08,2081964,5,0,30,0,6,6,6,0,0,0,0,0,14.40947106,2.40157851,520491,1040054.744,2080573,3,2081964,520491,1040054.744,2080573,3,0,0,0,0,0,0,0,0,0,100,0,2.40157851,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS,0.7297,Medium,NO
192.168.10.3-192.168.10.19-53-53044-17,192.168.10.19,53044,192.168.10.3,53,17,7/7/2017 4:55,60249,2,2,60,124,30,30,30,0,62,62,62,0,3053.992597,66.39114342,20083,34779.58022,60243,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,80,40,33.19557171,33.19557171,30,62,42.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,53.5,30,62,80,0,0,0,0,0,0,2,60,2,124,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
192.168.10.3-192.168.10.15-53-51726-17,192.168.10.15,51726,192.168.10.3,53,17,7/7/2017 5:00,201,2,2,100,156,50,50,50,0,78,78,78,0,1273631.841,19900.49751,67,32.90896534,105,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,9950.248756,9950.248756,50,78,61.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,76.5,50,78,64,0,0,0,0,0,0,2,100,2,156,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-50601-80-6,172.16.0.1,50601,192.168.10.50,80,6,7/7/2017 4:15,646978,5,0,30,0,6,6,6,0,0,0,0,0,46.36942833,7.728238054,161744.5,322834.6612,645996,1,646978,161744.5,322834.6612,645996,1,0,0,0,0,0,0,0,0,0,100,0,7.728238054,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-59551-80-6,172.16.0.1,59551,192.168.10.50,80,6,7/7/2017 4:01,123638,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,94089.19588,64.70502596,17662.57143,46259.86705,122569,26,788,394,420.021428,691,97,123587,30896.75,61115.5737,122569,94,0,0,0,0,72,112,24.26438474,40.44064123,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-60569-80-6,192.168.10.50,80,172.16.0.1,60569,6,7/7/2017 4:11,682992,6,2,11601,26,8760,0,1933.5,3415.532975,20,6,13,9.899494937,17023.62546,11.71316794,97570.28571,256478.9093,679207,34,682992,136598.4,303330.9476,679207,34,1158,1158,0,1158,1158,0,0,0,0,144,40,8.784875958,2.928291986,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,0,1453.375,1933.5,13,144,0,0,0,0,0,0,6,11601,2,26,8192,256,4,20,0,0,0,0,0,0,0,0,BENIGN,0.0394,Low,NO
192.168.10.3-192.168.10.12-53-2024-17,192.168.10.12,2024,192.168.10.3,53,17,7/7/2017 4:11,201,2,2,64,204,32,32,32,0,102,102,102,0,1333333.333,19900.49751,67,75.31932023,150,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,9950.248756,9950.248756,32,102,60,38.34057903,1470,0,0,0,0,0,0,0,0,1,75,32,102,64,0,0,0,0,0,0,2,64,2,204,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-41709-80-6,172.16.0.1,41709,192.168.10.50,80,6,7/7/2017 4:15,543178,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,21405.50611,14.728137,77596.85714,193981.5807,516977,5,25904,12952,17930.81376,25631,273,543173,135793.25,254414.4306,516977,41,0,0,0,0,72,112,5.523051375,9.205085626,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9817,Critical,YES
172.16.0.1-192.168.10.50-40060-80-6,172.16.0.1,40060,192.168.10.50,80,6,7/7/2017 4:14,1167263,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,9966.048782,5.99693471,194543.8333,476006.542,1166188,32,886,443,383.2518754,714,172,1167220,389073.3333,673001.1387,1166188,157,0,0,0,0,72,92,2.570114876,3.426819834,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-62292-80-6,192.168.10.50,80,172.16.0.1,62292,6,7/7/2017 4:14,8040637,1,6,6,36,6,6,6,0,6,6,6,0,5.223466748,0.870577791,1340106.167,3265990.381,8006758,1,0,0,0,0,0,8018817,1603763.4,3579385.832,8006758,1,0,0,0,0,20,120,0.124368256,0.746209535,6,6,6,0,0,0,0,0,0,1,1,0,0,6,6.857142857,6,6,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,33879,0,33879,33879,8006758,0,8006758,8006758,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-53697-80-6,172.16.0.1,53697,192.168.10.50,80,6,7/7/2017 4:07,88665627,8,6,56,11601,20,0,7,5.656854249,4380,0,1933.5,1757.789948,131.4714664,0.157896588,6820432.846,23600000,85200000,16,88000000,12600000,32000000,85200000,199,655226,131045.2,289821.6584,649477,16,0,0,0,0,172,132,0.090226622,0.067669966,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,2795199,0,2795199,2795199,85200000,0,85200000,85200000,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-57630-80-6,192.168.10.50,80,172.16.0.1,57630,6,7/7/2017 4:10,93223785,7,9,11613,62,5840,0,1659,2429.621575,20,0,6.888888889,5.30199124,125.2362796,0.171630019,6214919,21300000,82700000,1,93200000,15500000,37600000,92400000,3,92300000,11500000,28900000,82700000,1,0,0,0,0,152,192,0.075088133,0.096541886,0,5840,687.1176471,1707.681172,2916174.985,0,0,0,0,1,1,0,0,1,730.0625,1659,6.888888889,152,0,0,0,0,0,0,7,11613,9,62,229,256,5,20,35797,0,35797,35797,46200000,51700000,82700000,9635461,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-59966-80-6,172.16.0.1,59966,192.168.10.50,80,6,7/7/2017 4:01,78381839,8,4,56,11601,20,0,7,5.656854249,5840,0,2900.25,3345.636997,148.720675,0.153096689,7125621.727,21700000,72200000,0,78400000,11200000,27000000,72200000,1,42067,14022.33333,14944.25931,29870,185,0,0,0,0,172,92,0.102064459,0.05103223,0,5840,897.1538462,2174.910107,4730233.974,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,3993,0,3993,3993,39200000,46700000,72200000,6113868,DDoS,0.7297,Medium,NO
192.168.10.5-35.158.69.146-55051-443-6,35.158.69.146,443,192.168.10.5,55051,6,7/7/2017 3:31,68,1,1,6,6,6,6,6,0,6,6,6,0,176470.5882,29411.76471,68,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14705.88235,14705.88235,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,126,251,0,20,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
192.168.10.3-192.168.10.8-53-52084-17,192.168.10.8,52084,192.168.10.3,53,17,7/7/2017 4:58,148,2,2,66,166,33,33,33,0,83,83,83,0,1567567.568,27027.02703,49.33333333,79.38723659,141,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,13513.51351,13513.51351,33,83,53,27.38612788,750,0,0,0,0,0,0,0,0,1,66.25,33,83,40,0,0,0,0,0,0,2,66,2,166,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-63302-80-6,192.168.10.50,80,172.16.0.1,63302,6,7/7/2017 4:13,437184,7,2,11601,26,4380,0,1657.285714,1763.211531,20,6,13,9.899494937,26595.20934,20.58629776,54648,148327.4906,421542,36,437184,72864,170922.5128,421542,36,926,926,0,926,926,0,0,0,0,164,40,16.01156492,4.574732836,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,0,1291.888889,1657.285714,13,164,0,0,0,0,0,0,7,11601,2,26,8192,256,5,20,0,0,0,0,0,0,0,0,BENIGN,0.0394,Low,NO
